repressors,IPTG_uM,fold_change
260,0.0,0.01497180122765961
260,0.1,0.0142053800536529
260,5.0,0.04251825419763312
260,10.0,0.07722494714764233
260,25.0,0.23845647287802826
260,50.0,0.4644353837617952
260,75.0,0.5795591326572569
260,100.0,0.6997094620086565
260,250.0,0.8661341958005764
260,500.0,0.8972162948117123
260,1000.0,0.901138732182403
260,5000.0,0.8794714875620653
